sales_id,product_id,store_id,product_name,brand,category,volume_ml,alcohol_percentage,store_name,city,state,region,store_type,sales_date,quantity_sold,unit_price,total_sales,email
436,AZN1065B,103,Smirnoff Realize,Smirnoff,Rum,1000,8.72,Taylor PLC,East Lisaville,NE,Midwest,Retail,2025/03/21,11,81.9,900.9,aharris@example.com
437,QIE61FPY,122,Captain Morgan Interest,Captain,Liqueur,750,8.72,Schneider LLC,Smithburgh,FL,Southeast,Wholesale,2025/05/19,19,85.01,1615.19,mstafford@example.org
438,EOMJJ3KQ,126,Don Julio Former,Don,Gin,750,31.05,Barajas-Morgan,Christinachester,WA,Southeast,Retail,2025/05/11,33,44.91,1482.03,ariley@example.com
439,YX8S4GYH,103,Guinness Hotel,Guinness,Tequila,700,32.83,Rodriguez Group,New James,MA,Midwest,Retail,2025/04/08,24,82.46,1979.04,millerjaime@example.org
440,8NI629ZQ,127,Smirnoff Dog,Smirnoff,Liqueur,700,5.25,"Burton, Jackson and Rich",Danielview,LA,Northeast,Retail,2025/04/15,7,60.1,420.7,anthony06@example.com
441,NC5XG1D7,109,Johnnie Walker Hit,Johnnie,Tequila,1000,18.51,"Jackson, Smith and Lewis",North Michael,FM,Midwest,Wholesale,2025/05/06,30,95.75,2872.5,qtaylor@example.com
442,Y2HGQQA6,131,Baileys Reveal,Baileys,Tequila,700,7.04,Watson Group,Littlefurt,CT,West,Retail,2025/04/24,40,17.51,700.4,michael51@example.org
443,2VTW7OCA,107,Tanqueray Office,Tanqueray,Gin,700,43.3,Sellers-Stevens,South Jesse,SD,West,Retail,2025/04/05,11,66.89,735.79,ashleylewis@example.org
444,3WMNCUUT,115,Ciroc Itself,Ciroc,Tequila,700,25.61,"Gomez, Cooper and Mccarty",New Theresa,KS,Midwest,Wholesale,2025/05/16,26,75.53,1963.78,mark94@example.org
445,HESDMGG3,111,Guinness Recently,Guinness,Whisky,500,23.8,Barrett-Holmes,New Richardhaven,NV,Southeast,Wholesale,2025/04/22,41,20.8,852.8,kathleen20@example.com
446,O1C1RAVB,103,Baileys Leg,Baileys,Liqueur,700,17.24,Brock-Villarreal,Jenniferbury,SD,West,Wholesale,2025/05/09,22,42.16,927.52,marydawson@example.com
447,00FNM7QP,129,Tanqueray Air,Tanqueray,Whisky,700,12.55,Sellers Group,South Davidfort,CO,Midwest,Wholesale,2025/04/11,13,40.21,522.73,tmcbride@example.org
448,G34QS99X,136,Tanqueray Traditional,Tanqueray,Gin,700,31.0,"Martin, Robinson and Silva",East Stephanieburgh,IN,Southeast,Retail,2025/04/09,18,37.03,666.54,chavezjoan@example.net
449,G0OODUHT,121,Baileys Kid,Baileys,Beer,700,28.49,Price PLC,South Brooke,HI,Northeast,Wholesale,2025/05/14,37,41.96,1552.52,martinkarina@example.com
450,3BRVPKFF,104,Baileys Project,Baileys,Whisky,1000,37.47,Pope PLC,Lake Dannyton,FL,South,Retail,2025/05/04,30,5.07,152.1,dcervantes@example.net
451,GZZMMKK1,115,Ciroc Popular,Ciroc,Whisky,500,32.72,Cooper-Austin,West Kimberly,AR,Midwest,Wholesale,2025/03/31,19,63.65,1209.35,tyler08@example.net
452,VWNG2W07,110,Ciroc Rule,Ciroc,Beer,700,15.96,Johnson-Chavez,Pamelamouth,WA,West,Retail,2025/04/24,48,15.74,755.52,kyle50@example.net
453,FDLVY5G5,106,Johnnie Walker Charge,Johnnie,Rum,1000,35.26,"Anderson, Jones and Wheeler",East Christopherbury,ME,Midwest,Retail,2025/04/18,24,17.76,426.24,veronica27@example.org
454,QXY9KNXD,116,Guinness Fast,Guinness,Gin,500,37.08,Harris-Perry,Lake Samuel,LA,Southeast,Wholesale,2025/04/29,14,92.43,1294.02,mollymelendez@example.com
455,TR4DDV8Y,115,Smirnoff Professional,Smirnoff,Whisky,1000,36.7,Mejia-Gordon,Lake Oscar,ND,West,Retail,2025/04/21,43,21.07,906.01,collinsjames@example.com
456,H1NOSNGT,128,Baileys Detail,Baileys,Beer,750,11.92,Ayers-Martinez,West Catherinemouth,KY,South,Wholesale,2025/03/23,11,61.59,677.49,berryshannon@example.org
457,QS2AC50X,111,Don Julio Everything,Don,Whisky,1000,29.01,"Hernandez, Jones and Crosby",Ramirezville,MH,West,Retail,2025/04/02,7,74.56,521.92,alejandrawilliams@example.com
458,NZ1WLSBE,113,Smirnoff Poor,Smirnoff,Rum,750,30.38,"Armstrong, Morgan and Lee",West Jeremy,UT,Southeast,Retail,2025/04/20,22,51.9,1141.8,christopherjohns@example.net
459,YAXWY4J4,112,Captain Morgan Science,Captain,Vodka,700,15.69,Robinson LLC,South Heathertown,ME,Northeast,Wholesale,2025/04/13,8,76.42,611.36,chelsea29@example.com
460,1KJG860E,119,Johnnie Walker Skin,Johnnie,Gin,700,15.27,"Moreno, Wallace and Santos",East Timothy,PA,West,Wholesale,2025/05/14,49,29.39,1440.11,elizabethlopez@example.org
461,T3NLEW5B,136,Guinness Pass,Guinness,Gin,1000,37.53,Buck-Carter,Port Kevinshire,OH,Northeast,Wholesale,2025/05/02,24,46.58,1117.92,adam80@example.net
462,WAGS8PF1,123,Captain Morgan Program,Captain,Gin,750,17.04,"Castro, Lewis and Williams",Castillohaven,HI,Southeast,Wholesale,2025/04/12,46,69.28,3186.88,faith41@example.net
463,FD09MCIW,104,Don Julio Someone,Don,Liqueur,750,38.63,Smith and Sons,Jodimouth,MO,Northeast,Wholesale,2025/04/04,43,93.34,4013.62,ymorris@example.org
464,YRWYBWZE,121,Tanqueray Mission,Tanqueray,Liqueur,500,13.63,Rodriguez PLC,East Laura,WY,West,Retail,2025/04/23,50,9.99,499.5,sergiomacias@example.net
465,TI5W3FVL,101,Smirnoff Director,Smirnoff,Beer,1000,9.8,Dawson-Shaw,Sharpberg,WV,South,Retail,2025/05/04,30,10.01,300.3,tlee@example.org
466,ET3KG6S8,101,Johnnie Walker Laugh,Johnnie,Liqueur,700,31.02,Brown Ltd,Williammouth,DE,Midwest,Wholesale,2025/04/14,22,72.45,1593.9,markvelazquez@example.net
467,BD6S2CRN,145,Guinness Congress,Guinness,Beer,700,22.62,"Roberts, Ramirez and Hicks",West Samuel,SC,West,Wholesale,2025/05/05,38,49.11,1866.18,rbarton@example.com
468,97K8TBP3,136,Smirnoff Party,Smirnoff,Whisky,1000,32.05,"Howard, Dawson and Walker",South Christopherborough,NM,Midwest,Wholesale,2025/04/23,26,24.42,634.92,reyesmargaret@example.net
469,7ISHVHK2,131,Johnnie Walker Maintain,Johnnie,Rum,500,5.17,Hill Group,North Amanda,FL,Midwest,Retail,2025/04/17,5,30.53,152.65,tchang@example.org
470,HHW6KLF4,140,Johnnie Walker Eat,Johnnie,Whisky,750,14.76,Hudson-Cooper,Rossville,MO,Midwest,Retail,2025/05/06,35,63.74,2230.9,thomas22@example.org
471,F7IQGLHX,110,Johnnie Walker Protect,Johnnie,Gin,1000,17.27,Hunter-Carter,Brookehaven,NY,West,Retail,2025/04/13,14,34.8,487.2,weberrodney@example.com
472,RR3H9IXM,119,Baileys Product,Baileys,Gin,1000,42.65,"Mendez, Rodriguez and Stein",New Audreyfort,OH,Midwest,Retail,2025/05/03,17,36.19,615.23,othompson@example.com
473,8XTNTJG6,150,Smirnoff Media,Smirnoff,Tequila,700,17.44,Walker and Sons,New Timothyside,MA,South,Wholesale,2025/05/16,14,34.74,486.36,benjamin97@example.net
474,4D5WH7GO,136,Baileys Offer,Baileys,Rum,500,14.09,"Barnes, Gonzalez and Anderson",Audreyborough,OR,Midwest,Retail,2025/05/10,29,85.32,2474.28,jonesangela@example.org
475,C0CJNQDR,142,Captain Morgan Member,Captain,Vodka,750,41.86,Garrett-Mccormick,Port Robert,PW,West,Retail,2025/04/16,8,48.37,386.96,emilyhoward@example.net
476,L7PCQ6AP,110,Smirnoff Vote,Smirnoff,Liqueur,750,38.74,Reyes-Davis,Martinland,CA,Midwest,Wholesale,2025/04/28,32,57.77,1848.64,gsuarez@example.com
477,N8KTAB6U,146,Captain Morgan Sign,Captain,Whisky,700,42.17,"Phillips, Anderson and Silva",Arthurstad,VA,West,Wholesale,2025/04/20,36,40.14,1445.04,sjones@example.org
478,HYT0FIQ2,130,Ciroc Expect,Ciroc,Tequila,700,31.6,Rojas-Martinez,New Amber,IA,South,Retail,2025/04/17,13,41.27,536.51,blackwellhannah@example.com
479,0T902MMJ,108,Tanqueray Consumer,Tanqueray,Rum,1000,11.85,Martinez-Williams,Davidfort,FM,Northeast,Retail,2025/04/13,43,86.19,3706.17,anna26@example.com
480,05TQ3DCN,114,Don Julio Appear,Don,Tequila,1000,36.9,Russell and Sons,South Beckyhaven,LA,Northeast,Wholesale,2025/05/17,27,28.4,766.8,harrisandrea@example.org
481,WFVJ9732,120,Guinness Recently,Guinness,Rum,700,33.06,"Norton, Compton and Barrett",Lake Michaelshire,MN,Northeast,Wholesale,2025/04/20,25,73.01,1825.25,qgarcia@example.com
482,TZ6D4JFB,120,Don Julio Thus,Don,Vodka,700,38.5,Coleman-Gutierrez,Wongfort,NC,West,Retail,2025/04/03,15,27.89,418.35,prollins@example.org
483,132KCFXC,114,Ciroc Actually,Ciroc,Vodka,500,17.65,Walsh-Harris,Jeremyberg,FM,South,Wholesale,2025/04/29,40,31.18,1247.2,amystewart@example.net
484,MIPHCWG6,132,Baileys More,Baileys,Whisky,750,7.69,Marshall-Kennedy,Reginaldberg,VI,Southeast,Wholesale,2025/05/06,19,54.44,1034.36,alexiscannon@example.com
485,91P96C1H,150,Guinness Mother,Guinness,Beer,500,12.26,Rhodes and Sons,Clarkmouth,MN,West,Retail,2025/04/28,45,33.22,1494.9,jodirobinson@example.net
486,UDRHPWOQ,138,Baileys Strong,Baileys,Rum,700,4.2,"Martin, Wiley and Walters",Lebury,HI,West,Retail,2025/03/23,44,12.06,530.64,mckayeileen@example.org
487,QAQT1388,133,Ciroc Become,Ciroc,Whisky,700,36.2,Armstrong-Lewis,Georgeland,MT,West,Wholesale,2025/04/02,46,38.44,1768.24,wilsonstacy@example.com
488,NTLJAW3A,122,Smirnoff Play,Smirnoff,Rum,500,14.43,"Doyle, Gilmore and Thomas",Kellymouth,MI,Midwest,Wholesale,2025/04/26,16,24.54,392.64,marshallmatthew@example.net
489,NHX10W7V,115,Guinness Husband,Guinness,Beer,500,9.23,"Hall, Stout and Davis",East Maryborough,FL,Southeast,Wholesale,2025/05/01,17,20.07,341.19,jill19@example.net
490,WVMVU8WI,115,Johnnie Walker Activity,Johnnie,Whisky,500,33.5,"Medina, Martinez and Mejia",Kevinmouth,ND,Northeast,Wholesale,2025/04/16,38,59.25,2251.5,ashleylittle@example.net
491,CX382V5D,117,Tanqueray Relationship,Tanqueray,Rum,700,26.54,Osborne Inc,Port Jennifer,MD,Northeast,Wholesale,2025/04/06,26,48.46,1259.96,nathaniel90@example.net
492,T8P5LY4D,108,Don Julio Mr,Don,Gin,500,39.46,"Hansen, Reynolds and Green",Thomasland,PA,West,Wholesale,2025/03/24,37,10.16,375.92,joshua93@example.net
493,IJUE2S08,135,Guinness Page,Guinness,Tequila,1000,37.05,"Hunt, Estrada and Brown",Port Robin,ME,South,Wholesale,2025/05/19,35,83.05,2906.75,wrightsamantha@example.com
494,6N0L4E7R,139,Don Julio Five,Don,Tequila,700,32.6,"Brooks, Medina and Weiss",East Nicole,OK,South,Retail,2025/05/19,28,12.77,357.56,rponce@example.org
495,QXGZXRQ3,146,Baileys Machine,Baileys,Tequila,750,24.67,"Lane, Jacobs and Rodriguez",Christybury,KS,Southeast,Retail,2025/04/13,17,56.48,960.16,slopez@example.com
496,4AQJA93U,142,Johnnie Walker Letter,Johnnie,Whisky,750,4.92,"Wilson, Hawkins and Martinez",Lake Donnaland,AZ,Southeast,Retail,2025/05/02,28,73.21,2049.88,lutzalex@example.com
497,7PSSUB03,140,Ciroc Line,Ciroc,Beer,750,18.24,Yu Ltd,South Deniseland,OR,South,Wholesale,2025/03/21,10,25.25,252.5,kelly27@example.org
498,H9CM9XIU,105,Baileys Author,Baileys,Rum,1000,10.85,Chandler-Stevens,Gutierrezport,CT,Midwest,Wholesale,2025/05/05,13,99.29,1290.77,david38@example.org
499,FEYOA55V,148,Johnnie Walker Training,Johnnie,Tequila,700,23.92,"Beard, Reid and Henry",Mackenziebury,IL,South,Wholesale,2025/05/10,47,55.54,2610.38,jessicaflores@example.net
500,6MM0WMC4,104,Johnnie Walker Entire,Johnnie,Beer,1000,16.65,"Camacho, Peterson and Snyder",East Garyfort,FL,West,Wholesale,2025/04/21,37,41.34,1529.58,alison10@example.org
501,II1YGW2D,124,Johnnie Walker Experience,Johnnie,Liqueur,750,10.44,Brown-Arnold,Coreychester,AS,South,Wholesale,2025/05/07,20,37.36,747.2,richard36@example.com
502,L183578V,141,Baileys Bill,Baileys,Whisky,700,29.66,Mitchell-Williams,Dominguezview,DE,Southeast,Retail,2025/05/04,11,54.9,603.9,danielbowman@example.net
503,W3PEUBZH,142,Johnnie Walker Similar,Johnnie,Gin,1000,40.75,Clark-Sawyer,Port Denisemouth,AL,South,Wholesale,2025/05/09,43,66.65,2865.95,christophermeyer@example.com
504,GWA345E6,108,Johnnie Walker Again,Johnnie,Beer,700,37.37,Salas-Kelly,Chasebury,OH,West,Retail,2025/04/01,38,70.68,2685.84,jeremydennis@example.net
505,PQY2LIRL,134,Baileys International,Baileys,Vodka,500,23.55,Parker PLC,Alishaview,VA,Southeast,Retail,2025/03/25,47,75.76,3560.72,michael45@example.net
506,1F455O61,135,Johnnie Walker Realize,Johnnie,Tequila,750,6.59,Nguyen Group,East Rebecca,SD,West,Retail,2025/04/16,24,94.63,2271.12,emilydavies@example.net
507,HV4DTLF3,126,Captain Morgan Difficult,Captain,Gin,750,33.66,Gardner-Schultz,Armstrongton,NY,Southeast,Wholesale,2025/03/23,14,30.44,426.16,hudsonmichael@example.com
508,147QOZQ2,144,Don Julio Tv,Don,Whisky,700,21.11,"Wilson, Cline and Jimenez",East Jessicatown,MN,West,Retail,2025/04/05,1,14.85,14.85,elizabethhoward@example.org
509,OKVGYK1I,103,Ciroc Care,Ciroc,Beer,500,36.52,"Reilly, Galloway and Sanders",West Vickietown,ME,West,Wholesale,2025/04/27,3,64.44,193.32,pottskelsey@example.com
510,JLJ2O11I,109,Ciroc Health,Ciroc,Liqueur,700,27.39,Torres PLC,Williamston,NC,West,Wholesale,2025/04/14,23,82.53,1898.19,sholland@example.net
511,1M4Z7HB0,132,Johnnie Walker Region,Johnnie,Gin,1000,4.63,"Rivera, Peters and Brown",Cainshire,WA,South,Retail,2025/03/24,45,24.22,1089.9,kimberlyclark@example.net
512,F5VO80IA,120,Captain Morgan As,Captain,Vodka,750,15.66,Martinez-Burton,Melissaberg,NE,Southeast,Wholesale,2025/04/01,50,37.95,1897.5,karencoleman@example.net
513,0UZ4AEJN,107,Ciroc Attorney,Ciroc,Liqueur,750,41.13,Maddox-Smith,Lake Vanessa,MD,South,Wholesale,2025/05/14,19,79.95,1519.05,patrick35@example.com
514,YQE936PU,116,Smirnoff Fear,Smirnoff,Rum,700,12.78,Nichols-Smith,Timothyberg,PA,Midwest,Retail,2025/03/31,21,6.36,133.56,jonescourtney@example.net
515,X3JT4TOJ,135,Guinness Theory,Guinness,Vodka,750,15.62,Dixon Ltd,North Helenberg,TX,Midwest,Wholesale,2025/04/13,23,78.82,1812.86,christina52@example.com
516,ALCM3RLV,101,Johnnie Walker Spring,Johnnie,Beer,750,11.66,Davidson-Sellers,Port Shelby,NC,Southeast,Wholesale,2025/03/30,30,34.75,1042.5,baileymoore@example.org
517,AYYILNHF,113,Don Julio Worker,Don,Rum,500,14.53,"Wong, Parsons and Gonzalez",Matthewmouth,MD,South,Retail,2025/05/12,29,74.49,2160.21,stevensonethan@example.org
518,AK7L5OKZ,121,Guinness Second,Guinness,Rum,500,22.22,Reynolds LLC,Mccarthyburgh,KS,South,Wholesale,2025/05/18,18,80.51,1449.18,adaniels@example.net
519,H4I8XXP5,119,Captain Morgan Mr,Captain,Liqueur,1000,10.44,Curtis-Hernandez,Tinabury,MT,South,Wholesale,2025/04/09,49,89.71,4395.79,herrerajoshua@example.net
520,GWHCLQ96,102,Don Julio Program,Don,Gin,500,20.7,Hart-Medina,Jenniferport,MP,Midwest,Wholesale,2025/05/14,42,60.68,2548.56,davisdennis@example.net
521,3BS8G79V,148,Captain Morgan Participant,Captain,Tequila,750,25.0,Oconnor-Olsen,Lake Kevinport,MS,Northeast,Wholesale,2025/05/08,4,24.23,96.92,youngpatricia@example.com
522,DGK3ETTK,105,Johnnie Walker Two,Johnnie,Liqueur,1000,27.8,Hale-Roberts,Port Veronicafurt,WI,Southeast,Wholesale,2025/03/24,47,71.17,3344.99,helen23@example.com
523,LXR9161T,101,Baileys Back,Baileys,Vodka,500,28.09,"Smith, Stephens and Bush",Wattston,SC,Southeast,Retail,2025/05/06,1,63.8,63.8,carolbell@example.net
524,1UIALLC5,145,Johnnie Walker Want,Johnnie,Whisky,500,21.57,Hill-Navarro,North Anthonyhaven,SD,West,Wholesale,2025/04/01,45,20.2,909.0,carrolljoseph@example.com
525,4D7WKJ1P,118,Tanqueray Fact,Tanqueray,Whisky,1000,19.15,Santiago-Larsen,West Shannon,NC,Midwest,Retail,2025/03/31,50,63.52,3176.0,sarahbrown@example.com
526,00TYRF2M,115,Ciroc About,Ciroc,Vodka,700,15.52,"Hayes, Jennings and Powell",New Christophershire,AR,Northeast,Retail,2025/05/19,21,34.5,724.5,lauren50@example.net
527,KR6LRTK4,111,Tanqueray Time,Tanqueray,Tequila,700,35.16,James and Sons,West Jonathanbury,GA,Southeast,Retail,2025/04/29,23,35.2,809.6,reillywanda@example.com
528,NQKBII0G,129,Baileys Sister,Baileys,Beer,1000,22.12,Murphy PLC,New Kimberly,OH,Northeast,Retail,2025/05/03,42,62.41,2621.22,aliciawarner@example.com
529,ZSFNEP28,142,Don Julio Well,Don,Vodka,1000,25.73,"Jones, Newman and Collins",Traciefurt,AR,South,Wholesale,2025/04/28,18,75.84,1365.12,lwilliams@example.net
530,JB4UI50J,103,Ciroc Growth,Ciroc,Tequila,700,24.74,Branch-Pennington,Mooreport,OR,West,Wholesale,2025/03/23,22,98.64,2170.08,rcardenas@example.com
531,5XJG6L2D,139,Ciroc Always,Ciroc,Liqueur,700,13.01,"Hanson, Blanchard and Reyes",Richardtown,NV,Midwest,Wholesale,2025/04/17,26,20.57,534.82,joseph13@example.com
532,TIZVD2GP,145,Tanqueray Ago,Tanqueray,Whisky,500,20.61,"Rosales, Ortega and Wood",Danielberg,VA,Northeast,Wholesale,2025/03/30,50,21.51,1075.5,rachel58@example.org
533,4RTZ8PQ4,115,Ciroc Individual,Ciroc,Beer,1000,38.94,Rowe Inc,Rachelfort,VI,West,Retail,2025/04/06,35,44.38,1553.3,kentmendoza@example.com
534,JPIPUIJ8,122,Captain Morgan Wrong,Captain,Gin,700,43.99,"Malone, Wright and Castro",Lake Nicholasfort,UT,West,Retail,2025/03/30,47,60.26,2832.22,carla68@example.com
535,TB7IBOD7,132,Johnnie Walker Age,Johnnie,Gin,750,19.39,Turner-Haynes,West Coreyberg,LA,Southeast,Retail,2025/03/22,16,94.04,1504.64,evansalexis@example.net
536,78QHDCKC,137,Tanqueray Officer,Tanqueray,Vodka,700,38.22,"Phillips, Le and Davies",Andreafurt,PR,Northeast,Retail,2025/04/02,46,13.86,637.56,curtis53@example.org
537,20KK055B,142,Baileys Not,Baileys,Vodka,700,30.09,Brown and Sons,Carlberg,KS,South,Retail,2025/04/06,20,10.65,213.0,douglashunter@example.com
538,797WGEDW,115,Ciroc Note,Ciroc,Tequila,700,10.99,"Dominguez, Adams and Richardson",Kiaratown,VA,South,Retail,2025/04/26,38,66.77,2537.26,plambert@example.com
539,NE7NNS6X,145,Guinness Simply,Guinness,Whisky,750,10.32,"Adams, Dawson and Casey",West Kylemouth,CO,Midwest,Wholesale,2025/04/15,9,54.29,488.61,beckwillie@example.net
540,UE9325XE,103,Smirnoff Sell,Smirnoff,Vodka,500,12.33,Wood LLC,Riveraside,OK,Northeast,Wholesale,2025/05/07,50,38.07,1903.5,muellermegan@example.org
541,IQ7GKHB0,145,Tanqueray Kid,Tanqueray,Beer,1000,14.97,Price Group,Josephton,AK,South,Retail,2025/05/10,45,12.33,554.85,macdonaldvincent@example.net
542,JXQLRIS7,128,Smirnoff Short,Smirnoff,Vodka,1000,16.38,Rivera PLC,South Jonathanstad,ID,South,Wholesale,2025/03/29,32,18.15,580.8,qbailey@example.com
543,0ZBG4G58,124,Johnnie Walker Together,Johnnie,Vodka,500,26.3,"Mckinney, Davis and Clark",North Dana,ID,West,Wholesale,2025/04/16,5,85.54,427.7,mjohnson@example.org
544,PR3SJBL3,128,Smirnoff Answer,Smirnoff,Beer,500,27.19,Blanchard-Howard,New Cynthia,TN,Midwest,Wholesale,2025/04/12,23,6.58,151.34,ubest@example.net
545,VYVOL398,133,Tanqueray Region,Tanqueray,Liqueur,1000,25.6,"Lewis, Gonzalez and Cantu",Washingtonchester,GA,Southeast,Retail,2025/04/18,2,85.35,170.7,kim45@example.org
546,P76BKWH4,109,Tanqueray Item,Tanqueray,Whisky,1000,10.98,Pena LLC,Lake Gwendolyn,CO,Southeast,Retail,2025/05/10,9,12.83,115.47,markharmon@example.org
547,U1RDMEL8,134,Baileys Strong,Baileys,Tequila,500,41.89,Moon Inc,New Emily,CO,Northeast,Wholesale,2025/04/23,40,50.69,2027.6,joseph50@example.net
548,IU7NS4VK,106,Baileys Building,Baileys,Tequila,750,36.86,Fitzpatrick Ltd,North Mary,LA,Southeast,Wholesale,2025/04/27,23,53.66,1234.18,abigailmcdonald@example.org
549,KUP7NA4T,139,Ciroc Walk,Ciroc,Tequila,700,7.65,"Ramirez, Lam and Adams",Tracyfurt,CO,Northeast,Retail,2025/05/14,38,8.92,338.96,moyerashley@example.com
550,VNUL36PQ,101,Smirnoff Could,Smirnoff,Beer,500,41.87,Davidson Inc,East Tonya,IL,South,Retail,2025/04/21,2,54.73,109.46,reyestammy@example.net
551,WZ2CTRTI,114,Johnnie Walker Third,Johnnie,Rum,750,43.7,"Berry, Alexander and Long",Jessicamouth,MD,Northeast,Wholesale,2025/05/16,43,42.38,1822.34,rdavis@example.net
552,ML3DO6CM,122,Baileys Conference,Baileys,Vodka,500,26.21,Nguyen-Mendoza,Port Evelynland,AK,South,Wholesale,2025/03/28,8,18.63,149.04,wgutierrez@example.net
553,CU5M7IBM,104,Johnnie Walker Something,Johnnie,Tequila,500,9.06,"Hays, Dunlap and Hernandez",North Dana,SC,Midwest,Retail,2025/04/10,17,78.26,1330.42,desireelamb@example.net
554,CPO79YQY,107,Guinness Set,Guinness,Liqueur,700,28.05,Allen-Cannon,Williamsmouth,CT,South,Retail,2025/04/09,8,59.22,473.76,lisamoses@example.net
555,8W0YH62Q,121,Ciroc Week,Ciroc,Beer,1000,20.15,Mccarthy Group,Carrietown,VA,West,Retail,2025/05/18,49,7.49,367.01,andersongrant@example.org
556,DKQAHYLO,104,Captain Morgan Dog,Captain,Liqueur,1000,36.98,Potts-Webb,South Shannon,MT,Northeast,Retail,2025/05/15,39,17.93,699.27,zacharyalexander@example.com
557,RC6G3CZY,133,Tanqueray Everybody,Tanqueray,Whisky,750,14.5,Walker-Irwin,Kelliview,OK,South,Wholesale,2025/04/21,42,69.17,2905.14,patriciagreene@example.net
558,4UE88609,118,Captain Morgan Ability,Captain,Tequila,1000,33.83,"Davidson, Jackson and Sloan",Harrisland,TX,Northeast,Wholesale,2025/04/12,5,23.13,115.65,stephanie93@example.org
559,56P1XMSB,103,Ciroc Interview,Ciroc,Vodka,500,5.16,Ochoa-Smith,West Curtisfurt,OK,Southeast,Wholesale,2025/03/28,36,30.93,1113.48,ntucker@example.org
560,LY9MOZWE,111,Guinness Floor,Guinness,Liqueur,1000,5.98,"Payne, Juarez and Mccall",Bellton,GU,Northeast,Retail,2025/03/24,32,99.38,3180.16,beckydrake@example.com
561,G7MTXLRD,131,Smirnoff Meeting,Smirnoff,Beer,500,4.93,Osborne Ltd,Powersburgh,CO,Southeast,Retail,2025/05/14,30,60.73,1821.9,turnerbradley@example.com
562,VV91UJPT,104,Guinness Risk,Guinness,Tequila,700,40.86,Sloan-Watkins,Juantown,MA,Southeast,Wholesale,2025/04/02,20,10.74,214.8,vanessa85@example.com
563,29JNE4D3,107,Don Julio Usually,Don,Tequila,750,44.16,Harris-Todd,Seanhaven,ND,Midwest,Retail,2025/04/07,6,80.93,485.58,pjacobs@example.com
564,ZNXHXANL,133,Captain Morgan It,Captain,Whisky,750,30.89,"Weaver, Atkins and Wells",South Anthonybury,KY,Northeast,Wholesale,2025/04/28,32,66.54,2129.28,lopezcurtis@example.org
565,0VLKF3B3,125,Don Julio Resource,Don,Whisky,750,35.77,Nash-Duran,Dianastad,WV,South,Retail,2025/05/12,8,84.45,675.6,icarpenter@example.com
566,VKXKYC3U,145,Ciroc World,Ciroc,Gin,1000,13.49,Moody LLC,South Samanthaville,VA,Southeast,Retail,2025/05/14,18,92.91,1672.38,tuckerdavid@example.com
567,5PS5CRXZ,126,Johnnie Walker That,Johnnie,Gin,1000,40.04,Shields Ltd,Lewisland,WV,Northeast,Retail,2025/04/27,38,82.4,3131.2,ychambers@example.net
568,YYBSWHKZ,141,Smirnoff Happy,Smirnoff,Liqueur,500,27.32,Thornton LLC,Nicholaston,MS,Midwest,Wholesale,2025/04/24,18,36.48,656.64,williamsmarc@example.org
569,X4CRY74J,122,Guinness May,Guinness,Rum,500,40.17,"Brown, Zhang and Sanchez",North Jennafurt,ID,Northeast,Retail,2025/04/30,36,56.45,2032.2,michael44@example.org
570,TDCIG6VL,126,Smirnoff Throw,Smirnoff,Gin,500,31.94,Armstrong Group,East Carolview,MO,Southeast,Wholesale,2025/04/28,25,12.63,315.75,rachelcarter@example.net
571,048WH1WA,115,Captain Morgan Claim,Captain,Tequila,1000,14.33,Burns LLC,East Jennifer,SD,Northeast,Wholesale,2025/05/03,33,83.68,2761.44,william74@example.org
572,2VARIHGH,125,Guinness Identify,Guinness,Vodka,500,26.77,Allen Inc,Smithside,FL,South,Wholesale,2025/03/26,2,64.47,128.94,veronica77@example.com
573,1X4NQKBW,129,Johnnie Walker Subject,Johnnie,Gin,1000,31.08,"Anderson, Payne and Williams",Ericatown,SC,West,Retail,2025/05/04,44,83.52,3674.88,marcnunez@example.org
574,I9Y1EX1S,101,Guinness Appear,Guinness,Rum,700,13.57,"Cole, Young and Anderson",Lake Stephaniehaven,NM,Midwest,Retail,2025/04/08,41,41.96,1720.36,bjimenez@example.com
575,R6Q94IZP,136,Don Julio West,Don,Rum,750,5.52,Oliver Inc,New Michelle,AS,West,Wholesale,2025/05/02,41,61.16,2507.56,nicolepatrick@example.net
576,DVF8CD9S,133,Tanqueray Population,Tanqueray,Rum,750,23.92,Thomas-Reyes,Jefferyport,AL,Northeast,Retail,2025/05/17,4,9.86,39.44,michelle31@example.com
577,9DZUU369,107,Guinness Concern,Guinness,Vodka,700,19.02,Lara Inc,Padillaburgh,VA,Midwest,Retail,2025/04/19,25,6.82,170.5,tammy01@example.net
578,68IT7BXT,113,Ciroc Mr,Ciroc,Liqueur,1000,37.7,"Odom, Castillo and Martin",Kylefort,OR,Midwest,Wholesale,2025/04/30,2,63.29,126.58,smcneil@example.org
579,ZFGWE01M,108,Guinness Step,Guinness,Whisky,700,41.14,Sutton-Ray,Jeffreyville,IL,South,Wholesale,2025/03/26,18,71.43,1285.74,chernandez@example.net
580,SWZGPITE,129,Guinness Board,Guinness,Rum,700,13.88,Murphy Inc,Port Alexside,SD,Northeast,Retail,2025/03/31,19,51.74,983.06,floydjessica@example.org
